id,name,now_cost,position,team,transfers_in_event,goals_conceded,expected_goal_involvements,chance_of_playing_this_round,creativity,threat,dreamteam_count,bonus,red_cards,expected_goals_per_90,transfers_out,in_dreamteam,corners_and_indirect_freekicks_order,own_goals,influence_rank_type,ict_index_rank_type,selected_rank,goals_scored,transfers_in,event_points,value_form,selected_by_percent,cost_change_start_fall,minutes,total_points,cost_change_event,points_per_game_rank_type,selected_rank_type,bps,clean_sheets,threat_rank,status,influence,form_rank_type,news,clean_sheets_per_90,goals_conceded_per_90,form,ict_index,ep_this,cost_change_event_fall,web_name,ep_next,penalties_order,saves,starts,value_season,yellow_cards,cost_change_start,now_cost_rank_type,form_rank,points_per_game_rank,expected_goal_involvements_per_90,transfers_out_event,expected_goals_conceded_per_90,creativity_rank,threat_rank_type,expected_goals,chance_of_playing_next_round,starts_per_90,expected_goals_conceded,expected_assists,assists,creativity_rank_type,saves_per_90,news_added,points_per_game,expected_assists_per_90,influence_rank,direct_freekicks_order,now_cost_rank,ict_index_rank
337,Konstantinos Tsimikas,49,DEF,Liverpool,1040,0,0.01,,1.2,0.0,0,0,0,0.0,16143,False,3.0,0,104,104,304,0,2346,0,0.1,0.3,1,11,1,0,85,114,3,0,504,a,1.4,98,,0.0,0.0,0.5,0.3,1.0,0,Tsimikas,1.0,,0,0,0.2,0,-1,38,293,251,0.08,4573,0.33,268,190,0.00,,0.0,0.04,0.01,0,86,0.0,,1.0,0.08,309,,318,318
339,Virgil van Dijk,60,DEF,Liverpool,42769,0,0.04,,2.6,21.0,0,1,0,0.01,89790,False,,0,50,40,28,0,103773,7,1.1,13.1,0,180,13,0,5,8,55,2,94,a,28.8,5,,1.0,0.0,6.5,5.2,7.0,0,Virgil,7.0,,0,2,2.2,0,0,3,23,24,0.02,43276,0.4,236,16,0.02,,1.0,0.81,0.02,0,73,0.0,,6.5,0.01,131,3.0,74,143
340,Manuel Akanji,55,DEF,Man City,44998,1,0.17,,30.4,2.0,0,0,0,0.0,55752,False,,0,17,12,69,0,145052,2,0.7,5.8,0,180,8,0,29,25,41,1,247,a,39.6,27,,0.5,0.5,4.0,7.2,5.5,0,Akanji,5.0,,0,2,1.5,0,0,12,77,80,0.08,33070,0.65,67,75,0.00,,1.0,1.30,0.17,0,8,0.0,,4.0,0.08,71,,125,95
341,Nathan Aké,54,DEF,Man City,3019,0,0.00,,0.0,0.0,0,0,0,0.0,73247,False,,0,205,204,136,0,11036,0,0.0,2.1,1,0,0,-1,202,50,0,0,580,a,0.0,202,,0.0,0.0,0.0,0.0,1.5,1,Aké,1.0,,0,0,0.0,0,-1,18,591,591,0.0,34190,0.0,592,201,0.00,,0.0,0.00,0.00,0,204,0.0,,0.0,0.0,590,,160,595
342,Bernardo Veiga de Carvalho e Silva,66,MID,Man City,30753,1,0.51,,50.6,45.0,0,0,0,0.12,121016,False,4.0,0,42,26,61,0,283172,2,0.6,6.5,-1,180,8,0,36,19,35,1,35,a,33.6,35,,0.5,0.5,4.0,12.9,5.5,0,Bernardo,5.0,,0,2,1.2,0,1,20,79,82,0.26,81643,0.65,31,18,0.24,,1.0,1.30,0.27,1,27,0.0,,4.0,0.14,106,,38,38
343,Oscar Bobb,49,MID,Man City,388,0,0.00,0.0,0.0,0.0,0,0,0,0.0,16638,False,,0,231,237,380,0,717,0,0.0,0.2,1,0,0,0,237,131,0,0,508,i,0.0,237,Leg injury - Expected back 14 Dec,0.0,0.0,0.0,0.0,0.0,0,Bobb,0.0,,0,0,0.0,0,-1,211,545,545,0.0,2914,0.0,537,216,0.00,0.0,0.0,0.00,0.00,0,237,0.0,2024-08-14T22:30:05.558994Z,0.0,0.0,539,,324,546
344,Scott Carson,40,GKP,Man City,1308,0,0.00,,0.0,0.0,0,0,0,0.0,2193,False,,0,22,22,359,0,2578,0,0.0,0.2,0,0,0,0,21,55,0,0,258,a,0.0,21,,0.0,0.0,0.0,0.0,1.5,0,Carson,1.0,,0,0,0.0,0,0,39,335,335,0.0,883,0.0,317,1,0.00,,0.0,0.00,0.00,0,3,0.0,,0.0,0.0,329,,545,337
345,Kevin De Bruyne,96,MID,Man City,222648,1,1.85,,87.1,21.0,1,2,0,0.44,102320,False,1.0,0,10,14,39,1,322510,12,0.8,10.9,-1,179,15,1,8,14,62,1,96,a,66.4,7,,0.5,0.5,7.5,17.4,9.0,-1,De Bruyne,8.5,4.0,0,2,1.6,0,1,5,12,13,0.93,49842,0.65,8,57,0.88,,1.01,1.30,0.97,1,7,0.0,,7.5,0.49,21,1.0,6,17
346,Jérémy Doku,65,MID,Man City,29047,1,0.66,,49.9,35.0,0,0,0,0.07,104330,False,,0,69,40,83,0,203225,2,0.4,4.7,0,160,5,0,58,28,34,1,53,a,23.2,57,,0.56,0.56,2.5,10.8,4.0,0,Doku,3.5,,0,2,0.8,0,0,37,124,125,0.37,69863,0.73,33,32,0.13,,1.12,1.30,0.53,0,29,0.0,,2.5,0.3,167,,56,60
347,Ederson Santana de Moraes,55,GKP,Man City,28061,1,0.00,,0.0,0.0,0,1,0,0.0,76603,False,,0,20,20,53,0,133282,2,0.9,8.4,0,180,10,0,4,11,33,1,591,a,23.4,4,,0.5,0.5,5.0,2.4,6.5,0,Ederson M.,6.0,,3,2,1.8,0,0,3,43,47,0.0,46336,0.65,601,66,0.00,,1.0,1.30,0.00,0,66,1.5,,5.0,0.0,164,,108,246
348,Phil Foden,94,MID,Man City,7732,0,0.01,,3.7,0.0,0,0,0,0.0,563036,False,3.0,0,113,138,31,0,99804,0,0.1,12.8,1,45,1,-1,170,12,6,0,627,a,9.0,174,,0.0,0.0,0.5,1.3,2.0,1,Foden,1.5,,0,0,0.1,0,-1,6,334,318,0.02,393462,1.44,212,283,0.00,,0.0,0.72,0.01,0,128,0.0,,1.0,0.02,244,,7,283
349,Jack Grealish,65,MID,Man City,701,0,0.11,100.0,2.4,9.0,0,0,0,0.47,5020,False,,0,158,137,375,0,2092,0,0.0,0.2,0,19,0,0,281,128,0,0,146,a,1.2,281,,0.0,0.0,0.0,1.3,1.5,0,Grealish,1.0,,0,0,0.0,1,0,25,617,617,0.52,2276,0.0,240,89,0.10,100.0,0.0,0.00,0.01,0,139,0.0,2024-08-12T14:30:04.663213Z,0.0,0.05,314,,43,282
350,Joško Gvardiol,60,DEF,Man City,71507,1,0.09,,11.1,7.0,0,1,0,0.02,238932,False,,0,21,31,8,0,332488,2,0.8,32.9,0,180,9,0,19,3,44,1,161,a,38.6,17,,0.5,0.5,4.5,5.7,6.0,0,Gvardiol,5.5,,0,2,1.5,0,0,7,62,65,0.05,169024,0.65,167,36,0.03,,1.0,1.30,0.06,0,43,0.0,,4.5,0.03,78,,84,125
351,Erling Haaland,151,FWD,Man City,402691,1,2.11,,3.9,121.0,1,5,0,1.04,78285,True,,0,1,1,1,4,678010,17,0.8,58.7,-1,179,24,1,1,1,111,1,2,a,133.6,1,,0.5,0.5,12.0,25.9,13.5,-1,Haaland,13.0,1.0,0,2,1.6,1,1,1,2,3,1.06,25681,0.65,209,1,2.07,,1.01,1.30,0.04,0,21,0.0,,12.0,0.02,1,3.0,1,2
352,Julián Álvarez,70,FWD,Man City,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,22928,False,,0,71,71,382,0,0,0,0.0,0.2,0,0,0,0,71,53,0,0,625,u,0.0,71,Transferred to Atletico Madrid,0.0,0.0,0.0,0.0,0.0,0,J.Alvarez,0.0,,0,0,0.0,0,0,14,623,623,0.0,2904,0.0,626,71,0.00,0.0,0.0,0.00,0.00,0,71,0.0,2024-08-13T07:07:51.627006Z,0.0,0.0,626,,32,626
353,João Cavaco Cancelo,54,DEF,Man City,1279,0,0.00,,0.0,0.0,0,0,0,0.0,32406,False,,0,204,203,222,0,4303,0,0.0,0.7,1,0,0,0,201,80,0,0,579,a,0.0,201,,0.0,0.0,0.0,0.0,1.5,0,João Cancelo,1.0,,0,0,0.0,0,-1,17,590,590,0.0,12282,0.0,591,200,0.00,,0.0,0.00,0.00,0,203,0.0,,0.0,0.0,589,,158,594
354,Mateo Kovačić,55,MID,Man City,16664,1,0.21,,30.7,9.0,1,3,0,0.08,71864,False,,0,9,42,141,1,179250,1,1.1,2.1,0,139,12,0,17,47,54,1,145,d,67.2,15,Knock - 75% chance of playing,0.65,0.65,6.0,10.7,7.5,0,Kovačić,5.2,,0,2,2.2,0,0,62,28,32,0.13,59035,0.84,65,88,0.13,75.0,1.29,1.30,0.08,0,54,0.0,2024-08-24T19:30:05.896156Z,6.0,0.05,20,,103,62
355,Rico Lewis,45,DEF,Man City,116597,1,0.60,,12.1,32.0,0,0,0,0.26,35328,False,,0,68,20,104,0,261472,2,0.9,3.2,0,180,8,0,25,37,31,1,57,a,22.0,23,,0.5,0.5,4.0,6.6,5.5,0,Lewis,5.0,,0,2,1.8,0,0,127,70,73,0.3,19693,0.65,159,8,0.53,,1.0,1.30,0.07,0,38,0.0,,4.0,0.04,171,,465,106
356,Matheus Luiz Nunes,50,MID,Man City,222,0,0.00,,0.6,0.0,0,0,0,0.0,1258,False,,0,165,172,545,0,607,1,0.1,0.0,0,1,1,0,143,230,3,0,556,a,0.2,157,,0.0,0.0,0.5,0.1,2.0,0,Matheus N.,1.5,,0,0,0.2,0,0,178,309,278,0.0,480,0.0,293,246,0.00,,0.0,0.00,0.00,0,166,0.0,,1.0,0.0,326,,271,332
357,James McAtee,49,MID,Man City,541,0,0.02,,1.0,2.0,0,0,0,0.0,2892,False,,0,163,161,484,0,841,1,0.1,0.1,1,1,1,-1,125,182,3,0,232,a,0.2,145,,0.0,0.0,0.5,0.3,2.0,1,McAtee,1.5,,0,0,0.2,0,-1,210,295,253,1.8,1058,0.0,276,129,0.00,,0.0,0.00,0.02,0,155,0.0,,1.0,1.8,324,,322,319
358,Stefan Ortega Moreno,55,GKP,Man City,220,0,0.00,,0.0,0.0,0,0,0,0.0,16501,False,,0,67,67,218,0,696,0,0.0,0.7,0,0,0,0,67,31,0,0,588,a,0.0,67,,0.0,0.0,0.0,0.0,1.5,0,Ortega Moreno,1.0,,0,0,0.0,0,0,1,599,599,0.0,5072,0.0,599,64,0.00,,0.0,0.00,0.00,0,64,0.0,,0.0,0.0,601,,102,602
360,Rodrigo 'Rodri' Hernandez,64,MID,Man City,1081,0,0.00,25.0,0.0,0.0,0,0,0,0.0,243970,False,,0,277,278,135,0,2388,0,0.0,2.1,1,0,0,0,278,45,0,0,616,d,0.0,278,Hamstring injury - 25% chance of playing,0.0,0.0,0.0,0.0,0.4,0,Rodrigo,0.2,,0,0,0.0,0,-1,49,614,614,0.0,35833,0.0,619,277,0.00,25.0,0.0,0.00,0.00,0,279,0.0,2024-08-16T13:30:05.854954Z,0.0,0.0,617,,70,618
361,Rúben Gato Alves Dias,55,DEF,Man City,29757,1,0.05,,9.0,0.0,0,0,0,0.0,53526,False,,0,37,59,81,0,109568,1,0.6,4.7,0,180,7,0,36,29,35,1,593,a,33.4,34,,0.5,0.5,3.5,4.3,5.0,0,Rúben,4.5,,0,2,1.3,1,0,11,92,95,0.02,33031,0.65,180,202,0.00,,1.0,1.30,0.05,0,50,0.0,,3.5,0.02,107,,116,180
362,John Stones,55,DEF,Man City,3025,0,0.01,,5.4,2.0,0,0,0,0.0,47164,False,,0,96,95,144,0,9393,1,0.1,2.0,0,40,1,0,92,53,6,0,245,a,6.0,101,,0.0,0.0,0.5,1.3,2.0,0,Stones,1.5,,0,0,0.2,0,0,10,321,297,0.02,18049,0.0,192,74,0.00,,0.0,0.00,0.01,0,56,0.0,,1.0,0.02,260,,105,281
363,Kyle Walker,54,DEF,Man City,7335,0,0.00,,0.0,0.0,0,0,0,0.0,259000,False,,0,202,202,58,0,31968,0,0.0,7.2,1,0,0,-1,200,21,0,0,576,a,0.0,200,,0.0,0.0,0.0,0.0,1.5,1,Walker,1.0,,0,0,0.0,0,-1,15,588,588,0.0,134097,0.0,589,199,0.00,,0.0,0.00,0.00,0,202,0.0,,0.0,0.0,585,,151,592
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,119481,1,0.36,75.0,70.2,18.0,0,1,0,0.0,33303,False,,0,30,25,153,0,130061,9,0.8,1.6,0,115,10,0,27,52,44,0,104,a,40.8,25,,0.0,0.78,5.0,12.9,4.9,0,Sávio,6.0,,0,2,1.5,0,0,43,50,54,0.28,19232,0.46,16,64,0.00,100.0,1.57,0.59,0.36,2,14,0.0,2024-08-18T22:30:06.139926Z,5.0,0.28,64,,63,37
607,Nico O'Reilly,50,MID,Man City,44,0,0.00,,0.0,0.0,0,0,0,0.0,303,False,,0,252,258,595,0,139,0,0.0,0.0,0,0,0,0,257,260,0,0,558,a,0.0,257,,0.0,0.0,0.0,0.0,1.5,0,O’Reilly,1.0,,0,0,0.0,0,0,180,575,575,0.0,139,0.0,574,248,0.00,,0.0,0.00,0.00,0,258,0.0,,0.0,0.0,570,,273,577
625,Ilkay Gündogan,65,MID,Man City,12818,0,0.05,,4.1,4.0,0,0,0,0.0,4252,False,,0,278,147,341,0,19306,1,0.2,0.2,0,19,1,0,168,116,2,0,212,a,0.0,138,,0.0,0.0,1.0,0.8,3.8,0,Gündogan,3.3,,0,0,0.2,0,0,22,263,313,0.24,3643,0.0,207,121,0.00,,0.0,0.00,0.05,0,125,0.0,,1.0,0.24,618,,40,297
626,Issa Kaboré,45,DEF,Man City,112,0,0.00,,0.0,0.0,0,0,0,0.0,32,False,,0,191,191,618,0,112,0,0.0,0.0,0,0,0,0,188,204,0,0,443,a,0.0,188,,0.0,0.0,0.0,0.0,3.4,0,Kaboré,2.9,,0,0,0.0,0,0,126,488,488,0.0,32,0.0,481,180,0.00,,0.0,0.00,0.00,0,191,0.0,,0.0,0.0,481,,464,489
364,Amad Diallo,50,MID,Man Utd,87825,1,0.57,,37.5,29.0,0,0,0,0.2,69029,False,2.0,0,29,38,89,1,116046,6,0.9,4.0,0,149,9,0,30,29,30,1,69,a,42.2,29,,0.6,0.6,4.5,10.9,4.5,0,Amad,4.0,,0,2,1.8,1,0,187,59,62,0.34,31700,1.03,49,44,0.33,,1.21,1.71,0.24,0,41,0.0,,4.5,0.14,59,,287,56
365,Antony Matheus dos Santos,59,MID,Man Utd,1768,1,0.05,,10.3,2.0,0,0,0,0.0,9316,False,,0,142,133,333,0,3421,1,0.1,0.2,1,1,1,0,163,110,3,0,248,a,3.0,169,,0.0,90.0,0.5,1.5,0.5,0,Antony,0.0,,0,0,0.2,0,-1,60,327,308,4.5,3078,54.0,174,141,0.00,,0.0,0.60,0.05,0,110,0.0,,1.0,4.5,291,,97,274
366,Bruno Borges Fernandes,85,MID,Man Utd,13023,1,2.02,,46.0,60.0,0,0,0,0.68,407795,False,1.0,0,63,24,22,0,70937,2,0.3,15.8,0,168,5,0,62,8,25,1,22,a,25.4,61,,0.54,0.54,2.5,13.1,2.5,0,B.Fernandes,2.0,1.0,0,2,0.6,0,0,7,128,129,1.09,263731,1.04,40,13,1.26,,1.07,1.94,0.76,0,34,0.0,,2.5,0.41,151,1.0,9,36
367,Altay Bayindir,45,GKP,Man Utd,92,0,0.00,,0.0,0.0,0,0,0,0.0,1945,False,,0,63,63,441,0,267,0,0.0,0.1,0,0,0,0,63,59,0,0,428,a,0.0,63,,0.0,0.0,0.0,0.0,0.0,0,Bayindir,-0.5,,0,0,0.0,0,0,31,476,476,0.0,571,0.0,467,53,0.00,,0.0,0.00,0.00,0,54,0.0,,0.0,0.0,469,,447,477
368,Carlos Henrique Casimiro,50,MID,Man Utd,5221,2,0.78,,44.6,29.0,0,0,0,0.13,17161,False,,0,33,36,219,0,23164,2,0.5,0.7,0,180,5,0,47,74,32,1,67,a,39.4,46,,0.5,1.0,2.5,11.3,2.5,0,Casemiro,2.0,,0,2,1.0,0,0,113,112,113,0.39,9329,1.26,42,42,0.26,,1.0,2.53,0.52,0,36,0.0,,2.5,0.26,72,,179,51
369,Diogo Dalot Teixeira,50,DEF,Man Utd,29153,2,0.09,,23.6,1.0,0,1,0,0.01,115110,False,,0,36,29,52,0,130801,1,0.8,8.6,0,180,8,0,27,17,45,1,252,a,33.8,25,,0.5,1.0,4.0,5.8,4.0,0,Dalot,3.5,,0,2,1.6,0,0,25,75,78,0.05,71402,1.26,89,77,0.02,,1.0,2.53,0.07,0,14,0.0,,4.0,0.04,104,,232,122
370,Christian Eriksen,54,MID,Man Utd,567,0,0.00,,0.0,0.0,0,0,0,0.0,6766,False,3.0,0,260,266,370,0,1644,0,0.0,0.2,1,0,0,-1,265,127,0,0,577,a,0.0,265,,0.0,0.0,0.0,0.0,0.0,1,Eriksen,-0.5,,0,0,0.0,0,-1,92,589,589,0.0,2475,0.0,590,258,0.00,,0.0,0.00,0.00,0,266,0.0,,0.0,0.0,586,4.0,153,593
371,Jonny Evans,45,DEF,Man Utd,208,0,0.00,,0.0,0.0,0,0,0,0.0,2788,False,,0,103,105,429,0,675,0,0.1,0.1,0,9,1,0,72,161,2,0,346,a,1.4,88,,0.0,0.0,0.5,0.1,0.5,0,Evans,0.0,,0,0,0.2,0,0,46,276,227,0.0,1061,0.6,400,134,0.00,,0.0,0.06,0.00,0,157,0.0,,1.0,0.0,308,,332,328
372,Alejandro Garnacho,65,MID,Man Utd,29196,1,1.54,,36.4,25.0,0,0,0,2.32,382471,False,,0,65,51,24,0,124671,1,0.4,14.8,0,54,5,0,60,9,11,0,82,a,24.6,59,,0.0,1.67,2.5,8.6,2.5,0,Garnacho,2.0,,0,0,0.8,0,0,42,126,127,2.57,245418,1.65,52,51,1.39,,0.0,0.99,0.15,1,43,0.0,,2.5,0.25,156,,62,75
373,Hannibal Mejbri,45,MID,Man Utd,624,0,0.00,,0.0,0.0,0,0,0,0.0,2895,False,,0,185,192,431,0,1388,0,0.0,0.1,0,0,0,0,193,156,0,0,437,a,0.0,193,,0.0,0.0,0.0,0.0,0.0,0,Hannibal,-0.5,,0,0,0.0,0,0,237,483,483,0.0,1098,0.0,475,169,0.00,,0.0,0.00,0.00,0,193,0.0,,0.0,0.0,476,,457,484
374,Tom Heaton,40,GKP,Man Utd,1105,0,0.00,,0.0,0.0,0,0,0,0.0,1944,False,,0,24,24,326,0,2285,0,0.0,0.2,0,0,0,0,23,49,0,0,260,a,0.0,23,,0.0,0.0,0.0,0.0,0.0,0,Heaton,-0.5,,0,0,0.0,0,0,41,337,337,0.0,780,0.0,319,3,0.00,,0.0,0.00,0.00,0,5,0.0,,0.0,0.0,331,,547,339
375,Rasmus Højlund,69,FWD,Man Utd,519,0,0.00,0.0,0.0,0.0,0,0,0,0.0,26571,False,,0,70,70,270,0,1053,0,0.0,0.4,1,0,0,-1,70,46,0,0,624,i,0.0,70,Hamstring injury - Expected back 14 Sep,0.0,0.0,0.0,0.0,0.0,1,Højlund,0.0,,0,0,0.0,0,-1,17,622,622,0.0,5391,0.0,625,70,0.00,0.0,0.0,0.00,0.00,0,70,0.0,2024-08-05T15:00:04.427374Z,0.0,0.0,625,,37,625
376,Victor Lindelöf,45,DEF,Man Utd,19,0,0.00,0.0,0.0,0.0,0,0,0,0.0,7255,False,,0,172,172,416,0,238,0,0.0,0.1,0,0,0,0,169,155,0,0,384,i,0.0,169,Toe Injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,Lindelof,0.0,,0,0,0.0,0,0,77,441,441,0.0,2714,0.0,431,152,0.00,0.0,0.0,0.00,0.00,0,171,0.0,2024-08-23T10:00:06.716661Z,0.0,0.0,435,,383,443
377,Harry Maguire,50,DEF,Man Utd,3394,1,0.05,100.0,13.6,4.0,0,0,0,0.02,10507,False,,0,32,38,207,0,14838,2,0.7,0.8,0,158,7,0,35,76,34,1,201,a,35.0,33,,0.57,0.57,3.5,5.2,3.5,0,Maguire,3.0,,0,2,1.4,1,0,19,89,92,0.03,6365,1.07,148,61,0.04,100.0,1.14,1.88,0.01,0,35,0.0,2024-08-12T14:30:04.680129Z,3.5,0.01,98,,186,141
378,Kobbie Mainoo,55,MID,Man Utd,17562,2,0.05,,5.0,5.0,0,0,0,0.02,127846,False,,0,58,99,71,0,57125,1,0.4,5.6,0,173,4,0,85,23,39,1,186,a,26.4,82,,0.52,1.04,2.0,3.7,2.0,0,Mainoo,1.5,,0,2,0.7,1,0,86,157,162,0.03,73237,1.28,195,109,0.03,,1.04,2.47,0.02,0,118,0.0,,2.0,0.01,143,,145,203
379,Tyrell Malacia,45,DEF,Man Utd,24,0,0.00,0.0,0.0,0.0,0,0,0,0.0,553,False,,0,179,179,594,0,65,0,0.0,0.0,0,0,0,0,176,200,0,0,398,i,0.0,176,Knee injury - Expected back 05 Oct,0.0,0.0,0.0,0.0,0.0,0,Malacia,0.0,,0,0,0.0,0,0,95,451,451,0.0,108,0.0,442,162,0.00,0.0,0.0,0.00,0.00,0,178,0.0,2024-08-05T15:00:04.439521Z,0.0,0.0,445,,406,453
380,Lisandro Martínez,45,DEF,Man Utd,14123,2,0.21,,16.2,0.0,0,1,0,0.0,65030,False,,0,46,48,68,0,99618,1,0.9,5.8,0,180,8,0,23,24,34,1,397,a,29.6,21,,0.5,1.0,4.0,4.6,4.0,0,Martinez,3.5,,0,2,1.8,0,0,94,68,71,0.1,42760,1.26,118,161,0.00,,1.0,2.53,0.21,0,24,0.0,,4.0,0.1,123,,405,159
381,Scott McTominay,49,MID,Man Utd,2135,1,0.07,,0.3,5.0,0,0,0,0.37,26180,False,,0,139,142,202,0,4780,1,0.2,0.8,1,17,2,-1,124,69,4,0,181,a,3.2,117,,0.0,5.29,1.0,0.9,1.0,1,McTominay,0.5,,0,0,0.4,0,-1,208,231,250,0.37,11950,3.49,304,105,0.07,,0.0,0.66,0.00,0,171,0.0,,1.0,0.0,285,,316,290
382,Mason Mount,65,MID,Man Utd,276,1,0.42,,23.7,42.0,0,0,0,0.33,8213,False,,0,96,59,336,0,1918,1,0.2,0.2,0,105,3,0,112,113,2,1,41,d,13.0,110,Knock - 75% chance of playing,0.86,0.86,1.5,7.9,1.5,0,Mount,0.8,,0,2,0.5,1,0,26,211,216,0.36,4674,0.87,88,22,0.39,75.0,1.71,1.02,0.03,0,68,0.0,2024-08-24T19:30:05.955281Z,1.5,0.03,217,,44,84
383,André Onana,50,GKP,Man Utd,6253,2,0.00,,0.0,0.0,0,0,0,0.0,84484,False,,0,11,11,67,0,45953,1,0.7,5.8,0,180,7,0,11,12,39,1,531,a,42.2,11,,0.5,1.0,3.5,4.2,3.5,0,Onana,3.0,,4,2,1.4,0,0,10,90,93,0.0,52035,1.26,558,63,0.00,,1.0,2.53,0.00,0,63,2.0,,3.5,0.0,58,,216,185
384,Facundo Pellistri Rebollo,50,MID,Man Utd,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,1115,False,,0,254,260,584,0,61,0,0.0,0.0,0,0,0,0,259,254,0,0,562,u,0.0,259,Transferred to Panathinaikos,0.0,0.0,0.0,0.0,0.0,0,Pellistri,0.0,,0,0,0.0,0,0,184,578,578,0.0,399,0.0,578,250,0.00,0.0,0.0,0.00,0.00,0,260,0.0,2024-08-22T11:21:35.952901Z,0.0,0.0,573,,281,580
385,Marcus Rashford,70,MID,Man Utd,5148,1,0.12,,22.1,12.0,0,0,0,0.0,119530,False,,0,128,98,95,0,26841,2,0.4,3.7,0,154,5,0,61,30,9,1,130,a,4.6,60,,0.58,0.58,2.5,3.8,2.5,0,Rashford,2.0,3.0,0,2,0.7,0,0,14,127,128,0.07,63853,1.03,92,79,0.00,,1.17,1.77,0.12,0,69,0.0,,2.5,0.07,268,2.0,27,200
386,Jadon Sancho,64,MID,Man Utd,538,0,0.00,,0.0,0.0,0,0,0,0.0,16006,False,,0,276,277,324,0,1591,0,0.0,0.3,1,0,0,0,277,109,0,0,615,a,0.0,277,,0.0,0.0,0.0,0.0,0.0,0,Sancho,-0.5,,0,0,0.0,0,-1,47,613,613,0.0,4927,0.0,618,276,0.00,,0.0,0.00,0.00,0,278,0.0,,0.0,0.0,616,,68,617
387,Luke Shaw,49,DEF,Man Utd,162,0,0.00,0.0,0.0,0.0,0,0,0,0.0,36296,False,4.0,0,193,193,276,0,282,0,0.0,0.4,1,0,0,0,191,105,0,0,497,i,0.0,191,Calf injury - Expected back 14 Sep,0.0,0.0,0.0,0.0,0.0,0,Shaw,0.0,,0,0,0.0,0,-1,35,535,535,0.0,6174,0.0,527,187,0.00,0.0,0.0,0.00,0.00,0,193,0.0,2024-08-14T22:30:05.635756Z,0.0,0.0,528,,309,535
389,Joshua Zirkzee,71,FWD,Man Utd,27230,1,0.10,,12.8,21.0,0,3,0,0.09,103595,False,,0,9,14,85,1,259478,1,0.6,4.4,-1,74,9,0,9,15,38,0,95,a,44.6,9,,0.0,1.22,4.5,7.8,4.5,0,Zirkzee,4.0,,0,0,1.3,0,1,11,64,67,0.13,77946,1.84,155,23,0.07,,0.0,1.51,0.03,0,17,0.0,,4.5,0.04,52,,24,87
572,Leny Yoro,44,DEF,Man Utd,512,0,0.00,0.0,0.0,0.0,0,0,0,0.0,8512,False,,0,157,157,423,0,680,0,0.0,0.1,1,0,0,0,153,159,0,0,344,i,0.0,153,Foot injury - Expected back 02 Nov,0.0,0.0,0.0,0.0,0.0,0,Yoro,0.0,,0,0,0.0,0,-1,151,416,416,0.0,1557,0.0,399,132,0.00,0.0,0.0,0.00,0.00,0,156,0.0,2024-08-05T15:00:04.535911Z,0.0,0.0,411,,544,419
593,Matthijs de Ligt,50,DEF,Man Utd,7766,1,0.00,,0.2,0.0,0,0,0,0.0,103595,False,,0,91,97,99,0,38071,1,0.2,3.5,0,20,2,0,88,35,4,0,535,a,9.8,75,,0.0,4.5,1.0,1.0,1.0,0,De Ligt,0.5,,0,0,0.4,0,0,24,237,265,0.0,49337,2.97,310,196,0.00,,0.0,0.66,0.00,0,102,0.0,,1.0,0.0,233,,226,288
594,Noussair Mazraoui,45,DEF,Man Utd,210510,2,0.03,,24.2,6.0,1,2,0,0.0,77804,False,,0,22,14,38,0,699369,4,1.3,10.9,0,170,12,0,7,13,44,1,169,a,38.2,6,,0.53,1.06,6.0,6.8,6.0,0,Mazraoui,5.5,,0,2,2.7,0,0,100,26,28,0.02,49770,1.31,85,43,0.00,,1.06,2.47,0.03,1,13,0.0,,6.0,0.02,81,,414,98
613,Toby Collyer,45,MID,Man Utd,368,0,0.00,,0.0,0.0,0,0,0,0.0,338,False,,0,189,196,586,0,838,0,0.0,0.0,0,0,0,0,197,256,0,0,450,a,0.0,197,,0.0,0.0,0.0,0.0,0.0,0,Collyer,-0.5,,0,0,0.0,0,0,242,493,493,0.0,220,0.0,486,173,0.00,,0.0,0.00,0.00,0,197,0.0,,0.0,0.0,486,,474,494
390,Alex Murphy,40,DEF,Newcastle,7235,0,0.00,,0.0,0.0,0,0,0,0.0,13713,False,,0,142,142,196,0,15178,0,0.0,0.9,0,0,0,0,138,71,0,0,324,a,0.0,138,,0.0,0.0,0.0,0.0,0.5,0,A.Murphy,0.5,,0,0,0.0,0,0,200,398,398,0.0,5401,0.0,381,115,0.00,,0.0,0.00,0.00,0,141,0.0,,0.0,0.0,393,,622,401
391,Miguel Almirón Rejala,59,MID,Newcastle,4132,0,0.00,,0.3,0.0,0,0,0,0.0,37352,False,,0,161,173,216,0,9772,1,0.1,0.7,1,1,1,0,159,73,3,0,605,a,0.4,167,,0.0,0.0,0.5,0.1,1.0,0,Almirón,1.0,,0,0,0.2,0,-1,55,324,302,0.0,11873,7.2,308,271,0.00,,0.0,0.08,0.00,0,172,0.0,,1.0,0.0,321,,89,335
